timestamp,episode,total_reward,success,epsilon,steps,time_taken,distance_traveled
2025-05-16T16:58:12.855757,991,187641.0,1,0.12330889155413632,991,49,100
2025-05-16T17:00:24.970986,992,146441.0,1,0.12269234709636564,992,44,100
2025-05-16T17:01:15.324061,993,54268.0,1,0.12207888536088382,993,47,100
2025-05-16T17:02:02.329536,994,47337.5,1,0.1214684909340794,994,44,100
2025-05-16T17:03:05.337644,995,46770.0,0,0.120861148479409,995,60,38.397212543554005
2025-05-16T17:04:35.921815,996,94271.5,1,0.12025684273701195,996,44,100
2025-05-16T17:05:41.321041,997,22525.0,0,0.11965555852332689,997,62,16.277695716395865
2025-05-16T17:06:28.362846,998,50835.5,1,0.11905728073071026,998,44,100
2025-05-16T17:09:31.089801,999,201191.0,1,0.1184619943270567,999,48,100
2025-05-16T17:12:41.815546,1000,207965.0,1,0.11786968435542142,1000,49,100
2025-05-16T17:13:27.263276,1001,49050.5,1,0.11728033593364431,1001,42,100
2025-05-16T17:14:18.549645,1002,53351.5,1,0.11669393425397609,1002,48,100
2025-05-16T17:15:11.130018,1003,56648.5,1,0.11611046458270621,1003,50,100
2025-05-16T17:16:38.606796,1004,93001.5,1,0.11552991225979269,1004,49,100
2025-05-16T17:18:47.290646,1005,143603.5,1,0.11495226269849372,1005,49,100
2025-05-16T17:19:42.473350,1006,61356.0,1,0.11437750138500125,1006,52,100
2025-05-16T17:20:32.180620,1007,54909.5,1,0.11380561387807624,1007,46,100
2025-05-16T17:22:43.252963,1008,144270.5,1,0.11323658580868586,1008,45,100
2025-05-16T17:24:53.961419,1009,140753.0,1,0.11267040287964243,1009,42,100
2025-05-16T17:28:58.242914,1010,230465.5,1,0.11210705086524422,1010,53,100
2025-05-16T17:36:54.481081,1011,101359.5,1,0.111546515610918,1011,54,100
2025-05-16T17:37:48.885654,1012,52123.5,1,0.1109887830328634,1012,46,100
2025-05-16T17:39:11.756786,1013,60865.0,1,0.11043383911769908,1013,54,100
2025-05-16T17:44:06.916824,1014,265759.0,0,0.10988166992211058,1014,61,20.146252285191956
2025-05-16T18:08:57.082481,1015,134266.5,0,0.10933226157250003,1015,64,55.1
2025-05-16T18:15:21.367193,1015,100461.0,1,0.10933226157250003,1015,49,100
2025-05-16T18:16:50.023192,1016,98792.0,1,0.10878560026463753,1016,41,0
2025-05-16T18:19:36.264964,1017,187008.5,1,0.10824167226331434,1017,42,0
2025-05-16T18:20:25.756658,1018,56957.5,1,0.10770046390199776,1018,47,100
2025-05-16T18:21:18.976975,1019,58365.5,1,0.10716196158248778,1019,50,100
2025-05-16T18:22:06.941832,1020,51941.0,1,0.10662615177457534,1020,45,100
2025-05-16T18:24:13.556559,1021,140892.5,1,0.10609302101570246,1021,48,100
2025-05-16T18:25:40.967279,1022,97276.5,1,0.10556255591062395,1022,41,100
2025-05-16T18:26:34.352396,1023,59355.0,1,0.10503474313107083,1023,50,100
2025-05-16T18:27:20.560338,1024,48278.5,1,0.10450956941541548,1024,43,100
2025-05-16T18:28:09.891278,1025,54727.5,1,0.1039870215683384,1025,46,100
2025-05-16T18:32:00.318359,1026,259679.0,1,0.10346708646049671,1026,47,100
2025-05-16T18:34:18.438198,1027,153260.5,1,0.10294975102819423,1027,47,100
2025-05-16T18:35:06.379252,1028,51881.0,1,0.10243500227305326,1028,45,100
2025-05-16T18:38:37.313649,1029,238214.0,1,0.10192282726168798,1029,48,100
2025-05-16T18:40:56.728228,1030,163874.5,1,0.10141321312537954,1030,48,100
2025-05-16T18:42:26.680629,1031,96150.5,1,0.10090614705975265,1031,47,100
2025-05-16T18:43:16.732558,1032,53559.5,1,0.10040161632445388,1032,47,100
2025-05-16T18:44:10.365822,1033,58216.0,1,0.1,1033,51,100
2025-05-16T18:44:52.235019,1034,42196.0,1,0.24875,1034,39,100
2025-05-16T18:45:39.260096,1035,48609.5,1,0.24750625,1035,44,100
2025-05-16T18:46:22.554653,1036,45906.5,1,0.24626871875,1036,40,100
2025-05-16T18:47:09.319891,1037,49278.5,1,0.24503737515625001,1037,44,100
2025-05-16T18:47:53.908696,1038,46319.0,1,0.24381218828046877,1038,41,100
2025-05-16T18:48:40.172322,1039,49747.0,1,0.24259312733906643,1039,43,100
2025-05-16T18:50:00.450052,1040,85488.5,1,0.2413801617023711,1040,41,100
2025-05-16T18:50:42.924558,1041,44632.0,1,0.24017326089385924,1041,39,100
2025-05-16T18:51:29.780064,1042,48620.5,1,0.23897239458938993,1042,44,100
2025-05-16T18:52:15.844500,1043,48230.0,1,0.23777753261644297,1043,43,100
2025-05-16T18:52:59.071921,1044,42776.5,1,0.23658864495336074,1044,40,100
2025-05-16T18:53:39.976144,1045,43535.0,1,0.23540570172859393,1045,38,100
2025-05-16T18:54:27.619805,1046,52167.0,1,0.23422867321995097,1046,45,100
2025-05-16T18:55:11.525277,1047,42419.5,1,0.23305752985385123,1047,41,100
